,random,X,CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,Event.Clearance.Date,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
11494,0.979558532,78669,96167,10000363656,2010363656,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,10/17/2010 17:38,10XX BLOCK OF MCGILVRA BLVD E,C,C3,6300.3005,-122.2814016,47.62795242,"(47.62795242, -122.28140157)",,,,
25192,0.620055293,661532,1302632,13000036418,201336418,161,TRESPASS,TRESPASS,TRESPASS,2/1/2013 13:21,19XX BLOCK OF WESTERN AVE,M,M3,8100.1013,-122.3428796,47.60981273,"(47.609812732, -122.342879608)",,,,
7683,0.150665076,1165788,1831218,16000327687,2016327687,64,SHOPLIFT,THEFT,SHOPLIFTING,9/9/2016 22:08,1XX BLOCK OF MERCER ST,Q,Q3,7000.3021,-122.354416,47.624832,"(47.624832, -122.354416)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,9/9/2016 21:25
38939,0.552511089,1126387,2022078,17000213741,2017213741,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,6/14/2017 13:18,N 130 ST / STONE AV N,N,N2,600.102,-122.342285,47.72321,"(47.72321, -122.342285)",TRU - THEFT,OTHER PROPERTY,THEFT,6/14/2017 12:46
20802,0.207682734,582969,982557,12000417395,2012417395,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/6/2012 23:48,NE 50 ST / UNIVERSITY WY NE,U,U3,5301.2,-122.3130743,47.66489878,"(47.664898782, -122.313074275)",,,,
26712,0.518723947,436623,799258,12000146988,2012146988,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",5/13/2012 2:09,13XX BLOCK OF NE 43RD ST,U,U2,5301.3008,-122.3137464,47.65980204,"(47.659802042, -122.313746369)",,,,
14732,0.915604731,133157,380789,11000212770,2011212770,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,7/2/2011 14:42,BROADWAY / E UNION ST,E,E2,7500.4022,-122.3207656,47.6129611,"(47.612961103, -122.320765585)",,,,
25225,0.877750384,106028,124626,10000403293,2010403293,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/19/2010 11:25,59XX BLOCK OF 5TH AVE NE,C,C1,6100.1009,-122.3228226,47.67188786,"(47.671887861, -122.322822587)",,,,
36948,0.834090649,473253,838229,12000206711,2012206711,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,6/30/2012 17:26,30XX BLOCK OF SW BATAAN ST,F,F1,10700.4002,-122.3709122,47.54568735,"(47.545687348, -122.370912166)",,,,
5220,0.884004421,282704,608215,11000180014,2011180014,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,6/5/2011 18:36,43XX BLOCK OF S GENESEE ST,R,R1,10100.7002,-122.2801301,47.56408144,"(47.56408144, -122.280130056)",,,,
29312,0.707808981,1126148,2010389,17000192268,2017192268,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",5/30/2017 12:43,14 AV NW / NW LEARY WY,B,B1,4700.2044,-122.3736,47.663662,"(47.663662, -122.3736)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
16,0.745217242,493418,1968349,17000114403,2017114403,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,4/2/2017 1:51,27XX BLOCK OF 4 AV S,O,O2,9300.3019,-122.329056,47.578766,"(47.578766, -122.329056)",THEFT OF SERVICES,OTHER PROPERTY,THEFT,4/2/2017 1:30
9526,0.163418291,631351,1266190,11000017521,201117521,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,1/15/2011 19:47,28XX BLOCK OF SW GRAHAM ST,F,F1,10700.4,-122.3695974,47.54728343,"(47.54728343, -122.369597437)",,,,
5727,0.654062148,1452049,2073335,17000306371,2017306371,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,8/19/2017 1:12,XX BLOCK OF PINE ST,M,M1,8100.3006,-122.3412,47.609695,"(47.609695, -122.3412)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
13388,0.295925035,495550,863020,12000246679,2012246679,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,7/29/2012 7:25,3XX BLOCK OF E REPUBLICAN ST,E,E1,7400.7004,-122.3268927,47.62313336,"(47.623133362, -122.326892704)",,,,
48856,0.136466125,392670,751952,12000075351,201275351,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,3/12/2012 7:28,41XX BLOCK OF 38TH AVE S,R,R1,10100.6021,-122.2849779,47.56514951,"(47.56514951, -122.284977902)",,,,
18589,0.415604958,313455,665430,11000080086,201180086,64,SHOPLIFT,THEFT,SHOPLIFTING,3/10/2011 17:41,10XX BLOCK OF ALASKAN WAY,M,M3,8100.1027,-122.3590843,47.6174318,"(47.617431797, -122.359084275)",,,,
33053,0.406766303,396368,755896,12000081636,201281636,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/17/2012 19:36,SW GENESEE ST / 23 AV SW,F,F1,9900.2009,-122.3622668,47.56472986,"(47.564729861, -122.362266831)",,,,
46275,0.217593112,517540,1705358,16000109983,2016109983,74,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,3/31/2016 1:33,16XX BLOCK OF YALE AV,E,E1,8400.3002,-122.32816,47.616,"(47.616, -122.32816)","AUTO - THEFT/LOSS, PLATES AND/OR TAB",AUTO THEFTS,AUTO RECOVERIES,3/30/2016 20:33
14473,0.407388379,1336389,1056849,15000109170,2015109170,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,4/3/2015 22:19,N 104 ST / DAYTON AV N,J,J1,1701.3002,-122.3527562,47.7043495,"(47.704349498, -122.352756244)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,4/3/2015 21:13
8066,0.71255902,186564,436826,11000295060,2011295060,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,9/7/2011 8:48,25XX BLOCK OF 32ND AVE S,R,R1,9500.5001,-122.291923,47.58030503,"(47.580305033, -122.291923)",,,,
34818,0.562190453,852117,2006197,17000184698,2017184698,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/25/2017 8:36,14 AV S / S COLUMBIAN WY,R,R1,9300.3108,-122.3148,47.572144,"(47.572144, -122.3148)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
21510,0.876082256,1139605,2027815,17000223916,2017223916,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,6/22/2017 2:09,S DEARBORN ST / 6 AV S,K,K3,9100.2011,-122.32638,47.595837,"(47.595837, -122.32638)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
39921,0.048298483,597331,1715830,16000131562,2016131562,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,4/16/2016 17:40,BROOKLYN AV NE / NE RAVENNA BV,U,U1,4400.2014,-122.31417,47.671253,"(47.671253, -122.31417)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
41282,0.485104722,1447773,2150163,17000446467,2017446467,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/3/2017 21:43,N 97 ST / GREENWOOD AV N,J,J1,1702.1007,-122.3554,47.699646,"(47.699646, -122.3554)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
41206,0.289885763,17360,33434,10000272258,2010272258,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,8/5/2010 23:47,26XX BLOCK OF 4TH AVE N,Q,Q2,6000.4018,-122.3495702,47.6436866,"(47.643686602, -122.349570244)",,,,
45252,0.649324641,1161451,1916983,17000017206,201717206,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,1/14/2017 19:12,RENTON AV S / S HENDERSON ST,S,S2,11800.4002,-122.276405,47.52331,"(47.52331, -122.276405)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,1/14/2017 17:50
23384,0.975360813,299787,1680216,16000066426,201666426,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2/24/2016 15:37,14XX BLOCK OF NW 65 ST,J,J2,3300.1012,-122.37498,47.67595,"(47.67595, -122.37498)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,2/24/2016 14:48
13442,0.503316791,1305009,1021063,15000057683,201557683,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,2/19/2015 19:55,14XX BLOCK OF 25 AV,C,C3,7700.3016,-122.3001038,47.61353727,"(47.613537272, -122.300103807)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
17101,0.279936907,723791,1934550,17000053676,201753676,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,2/13/2017 17:06,11XX BLOCK OF 15 AV,E,E2,8600.1,-122.31279,47.61223,"(47.61223, -122.31279)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,2/13/2017 11:33
23066,0.269490175,141159,389197,11000225524,2011225524,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,7/12/2011 11:47,7XX BLOCK OF 24TH AVE S,G,G2,8900.4004,-122.3011699,47.59602511,"(47.596025106, -122.301169851)",,,,
37615,0.194758245,1229902,2160956,17000466077,2017466077,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/19/2017 11:23,BROADWAY / E PINE ST,E,E2,8400.1007,-122.3208,47.615234,"(47.615234, -122.3208)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
42219,0.638396717,519057,1783984,16000249055,2016249055,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,7/12/2016 9:49,95XX BLOCK OF DAYTON AV N,J,J1,1701.2001,-122.3527,47.69874,"(47.69874, -122.3527)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
29123,0.942522853,102607,120693,10000399807,2010399807,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,11/16/2010 14:35,XX BLOCK OF HIGHLAND DR,Q,Q3,7000.1012,-122.356624,47.6295723,"(47.629572297, -122.356623959)",,,,
48141,0.864151422,256458,552135,11000131093,2011131093,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,4/25/2011 4:58,36XX BLOCK OF 33RD AVE S,R,R1,10100.5005,-122.2893814,47.5465482,"(47.546548195, -122.289381378)",,,,
17658,0.057407763,888648,1512026,15000275948,2015275948,161,TRESPASS,TRESPASS,TRESPASS,8/9/2015 17:30,16XX BLOCK OF HARVARD AV,E,E2,8400.1001,-122.3221394,47.61581012,"(47.615810124, -122.322139361)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
17882,0.681934765,327863,682615,11000389618,2011389618,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/3/2011 20:33,4XX BLOCK OF N 60TH ST,B,B3,3500.4011,-122.3536283,47.67247185,"(47.672471848, -122.353628301)",,,,
24966,0.184105092,741698,1848567,16000360714,2016360714,161,TRESPASS,TRESPASS,TRESPASS,10/5/2016 5:37,8XX BLOCK OF E PIKE ST,E,E2,8400.1017,-122.321754,47.613834,"(47.613834, -122.321754)",TRESPASS,TRESPASS,TRESPASS,
30861,0.852484818,816000,1810979,16000296360,2016296360,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,8/16/2016 14:39,45XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.5,-122.38678,47.562008,"(47.562008, -122.38678)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",
3466,0.866327535,1260890,2226003,18000098959,201898959,31,STRONG ARM ROBBERY,ROBBERY,ROBBERY,3/20/2018 2:34,8XX BLOCK OF 3 AV,K,K1,8100.2029,-122.33304,47.604553,"(47.604553, -122.33304)",ROBBERY (INCLUDES STRONG ARM),ROBBERY,ROBBERY,3/20/2018 1:00
16122,0.826208662,377006,735360,12000050254,201250254,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,2/18/2012 22:52,32XX BLOCK OF OCCIDENTAL AVE S,O,O2,9300.3036,-122.3332726,47.57498028,"(47.574980276, -122.333272629)",,,,
12649,0.044089759,219989,471912,11000346758,2011346758,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,10/24/2011 12:16,31XX BLOCK OF WESTERN AVE,M,M1,8001.3007,-122.3563758,47.61802864,"(47.61802864, -122.356375792)",,,,
31023,0.728388313,562859,953171,12000379793,2012379793,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,11/5/2012 15:52,15 AV E / E JOHN ST,C,C2,7500.101,-122.3127209,47.61996484,"(47.619964835, -122.312720881)",,,,
33722,0.5903604,1323022,2037557,17000241947,2017241947,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,7/4/2017 19:14,1XX BLOCK OF W ROY ST,Q,Q3,7000.5004,-122.35866,47.62572,"(47.62572, -122.35866)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,7/4/2017 17:40
32511,0.889294852,66032,83217,10000344465,2010344465,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/2/2010 7:50,23XX BLOCK OF S MASSACHUSETTS ST,R,R1,9500.6031,-122.3019407,47.58836008,"(47.588360076, -122.301940701)",,,,
9068,0.45086127,959852,1599970,15000383929,2015383929,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/2/2015 14:27,SUMMIT AV E / E OLIVE WY,E,E1,7402.1006,-122.3252908,47.61889588,"(47.618895884, -122.325290848)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
33777,0.47612468,803302,1620914,15000416682,2015416682,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,11/30/2015 17:05,38XX BLOCK OF RAINIER AV S,R,R2,10100.5006,-122.289925,47.568882,"(47.568882, -122.289925)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
38649,0.324242335,489405,856459,12000235583,2012235583,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,7/21/2012 10:49,30XX BLOCK OF S GENESEE ST,R,R2,10100.3011,-122.2944678,47.56406699,"(47.564066992, -122.294467779)",,,,
11956,0.339162768,1423291,2026866,17000222500,2017222500,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,6/20/2017 19:16,NE 91 ST / 15 AV NE,L,L2,2000.3005,-122.31213,47.694885,"(47.694885, -122.31213)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,6/20/2017 17:48
10491,0.654728709,1181929,1940078,17000060377,201760377,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2/18/2017 13:29,8 AV N / JOHN ST,D,D2,7200.1042,-122.34109,47.619713,"(47.619713, -122.34109)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,2/18/2017 12:50
19856,0.417644087,614094,1856228,16000374288,2016374288,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/16/2016 0:40,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33057,47.600548,"(47.600548, -122.33057)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
26576,0.690091014,781102,1770285,16000226512,2016226512,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,6/25/2016 19:33,10 AV / E PIKE ST,E,E2,7500.4016,-122.31945,47.614082,"(47.614082, -122.31945)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
34361,0.099038927,882389,1520282,15000285843,2015285843,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,8/17/2015 5:49,105XX BLOCK OF AURORA AV N,N,N3,1300.2001,-122.3447064,47.70579857,"(47.705798567, -122.344706413)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALARMS,SUSPICIOUS CIRCUMSTANCES,
13732,0.844031018,26868,43146,10000286373,2010286373,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,8/16/2010 20:18,22XX BLOCK OF E UNION ST,G,G1,7900.1006,-122.3031729,47.61293726,"(47.61293726, -122.303172862)",,,,
11994,0.433204897,1220699,2170399,18000002615,20182615,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,1/3/2018 9:03,N 72 ST / DAYTON AV N,J,J3,2800.3004,-122.3526,47.681053,"(47.681053, -122.3526)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
14263,0.700068513,1436685,2195171,18000036691,201836691,161,TRESPASS,TRESPASS,TRESPASS,1/30/2018 18:40,23XX BLOCK OF S MASSACHUSETTS ST,R,R2,9500.2026,-122.30194,47.58836,"(47.58836, -122.30194)",TRESPASS,TRESPASS,TRESPASS,1/30/2018 17:25
29171,0.231112834,946964,1588296,15000369379,2015369379,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,10/22/2015 3:53,5XX BLOCK OF N 36 ST,B,B2,4900.3011,-122.3518418,47.65164822,"(47.651648221, -122.351841848)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,10/22/2015 2:12
48946,0.119502199,828722,2188457,18000021541,201821541,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,1/18/2018 11:42,17XX BLOCK OF AIRPORT WY S,O,O1,9300.1042,-122.32139,47.587307,"(47.587307, -122.32139)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,1/18/2018 10:51
39242,0.839184029,393480,752831,12000076407,201276407,161,TRESPASS ,TRESPASS,TRESPASS,3/13/2012 14:24,15XX BLOCK OF 3RD AVE,K,K1,8100.2004,-122.3382473,47.6102463,"(47.610246301, -122.338247307)",,,,
29869,0.989358031,317374,670840,11000376097,2011376097,64,SHOPLIFT,THEFT,SHOPLIFTING,11/20/2011 16:19,38XX BLOCK OF RAINIER AVE S,R,R1,10100.5006,-122.289922,47.56888116,"(47.568881155, -122.289921959)",,,,
14753,0.947429547,368256,726042,12000035249,201235249,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,2/5/2012 2:43,56XX BLOCK OF 15TH AVE NE,U,U3,4400.5002,-122.3126533,47.72597794,"(47.725977941, -122.312653258)",,,,
45116,0.148255488,772082,1508182,15000271113,2015271113,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,8/6/2015 2:23,1 AV / PIKE ST,M,M1,8100.3003,-122.3400165,47.60881966,"(47.608819662, -122.340016517)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
49966,0.638261137,252623,548218,11000128471,2011128471,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,4/22/2011 18:33,41XX BLOCK OF 14TH AVE S,R,R2,10000.3009,-122.3147121,47.5662778,"(47.566277798, -122.314712121)",,,,
48148,0.927666679,197663,448428,11000312169,2011312169,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,9/22/2011 1:12,4XX BLOCK OF 3RD AVE,K,K2,8100.2041,-122.3305103,47.6018859,"(47.601885902, -122.330510335)",,,,
23805,0.165480954,565223,956596,12000384381,2012384381,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,11/9/2012 3:11,94XX BLOCK OF DELRIDGE WAY SW,F,F2,11400.4015,-122.3558295,47.51810154,"(47.518101543, -122.355829487)",,,,
27996,0.559229382,801087,1960043,17000099320,201799320,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/21/2017 9:53,46XX BLOCK OF SUNNYSIDE AV N,B,B3,5100.1002,-122.33014,47.66385,"(47.66385, -122.33014)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
4494,0.854225662,324226,678734,11000383966,2011383966,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/28/2011 21:41,8 AV / BLANCHARD ST,M,M2,7200.1042,-122.3391983,47.6172567,"(47.617256701, -122.339198343)",,,,
17293,0.266690828,152375,400941,11000242825,2011242825,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,7/26/2011 19:14,16XX BLOCK OF BROADWAY,E,E1,7500.501,-122.3208079,47.61581931,"(47.615819314, -122.320807888)",,,,
29513,0.617694265,1465210,2087530,17000332078,2017332078,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/6/2017 20:04,15XX BLOCK OF 7 AV,M,M2,8200.1006,-122.33381,47.612103,"(47.612103, -122.33381)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
46871,0.097390802,333902,689078,11000399215,2011399215,350,HAZARDS,HAZARDS,HAZARDS,12/13/2011 10:06,N 50 ST / AURORA AV N,J,J1,4600.101,-122.3473117,47.66500824,"(47.665008236, -122.347311712)",,,,
27804,0.90872468,992941,888876,12000292036,2012292036,62,BICYCLE THEFT,THEFT,BIKE,8/31/2012 11:34,73XX BLOCK OF 25TH AVE NW,B,B2,3100.4,-122.3886948,47.68222326,"(47.682223258, -122.388694785)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,8/31/2012 11:16
16587,0.012219562,1225531,2180601,18000020969,201820969,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,1/17/2018 22:27,DENNY WY / STEWART ST,D,D3,7300.201,-122.33073,47.61849,"(47.61849, -122.33073)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,1/17/2018 21:27
10560,0.294334668,100474,118509,10000396434,2010396434,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,11/13/2010 13:16,6XX BLOCK OF HIGHLAND DR,D,D1,6700.3001,-122.3442328,47.62972731,"(47.629727308, -122.344232839)",,,,
49899,0.604521064,80412,97967,10000366282,2010366282,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/19/2010 22:22,3XX BLOCK OF N 130TH ST,N,N1,401.3,-122.3548662,47.72323213,"(47.723232127, -122.354866205)",,,,
44178,0.387916322,1462353,2198721,18000043421,201843421,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2/4/2018 22:25,4XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7100.201,-122.35673,47.622692,"(47.622692, -122.35673)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
34293,0.91587809,308674,1684252,16000073342,201673342,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/1/2016 8:49,4XX BLOCK OF NE 73 ST,J,J3,3600.2014,-122.32401,47.6814,"(47.6814, -122.32401)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
598,0.65809769,487289,854198,12000232267,2012232267,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,7/18/2012 23:50,2XX BLOCK OF TAYLOR AVE N,D,D1,7200.1027,-122.3463013,47.62031869,"(47.620318689, -122.346301274)",,,,
44573,0.641192689,90185,107986,10000381417,2010381417,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,11/1/2010 11:23,2XX BLOCK OF BELMONT AVE E,E,E1,7400.6004,-122.3240145,47.62025165,"(47.620251654, -122.324014478)",,,,
19993,0.885919052,1386592,1113555,15000189599,2015189599,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,6/7/2015 12:00,7XX BLOCK OF N 143 ST,N,N1,401.1001,-122.3491308,47.73231423,"(47.732314225, -122.349130764)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
44915,0.393194783,127460,146570,10000445365,2010445365,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/28/2010 22:10,55XX BLOCK OF 46TH AVE S,R,R3,10200.4017,-122.2753786,47.55228022,"(47.552280215, -122.275378557)",,,,
